Date,Price,Open,High,Low,Change %,USD_per_mt,USD_per_kg,VND_per_kg
2014-01-24,128.98,128.98,128.98,128.5,-0.14,128.98,0.12897999999999998,3392.1739999999995
2014-01-27,128.81,128.81,128.81,128.81,-0.13,128.81,0.12881,3387.7030000000004
2014-01-28,128.55,128.55,128.55,128.55,-0.2,128.55,0.12855,3380.865
2014-01-29,128.46,128.46,128.46,128.46,-0.07,128.46,0.12846000000000002,3378.4980000000005
2014-01-30,128.12,128.12,128.12,128.12,-0.26,128.12,0.12812,3369.5560000000005
2014-01-31,122.63,122.63,122.63,122.63,-4.29,122.63,0.12262999999999999,3225.169
2014-02-03,122.51,122.51,122.51,122.51,-0.1,122.51,0.12251000000000001,3222.0130000000004
2014-02-04,122.29,122.29,122.4,122.29,-0.18,122.29,0.12229000000000001,3216.2270000000003
2014-02-05,121.87,121.87,121.87,121.87,-0.34,121.87,0.12187,3205.181
2014-02-06,122.03,122.03,122.03,122.03,0.13,122.03,0.12203,3209.389
2014-02-07,121.04,121.04,121.04,121.75,-0.81,121.04,0.12104000000000001,3183.3520000000003
2014-02-10,120.87,120.87,120.87,120.87,-0.14,120.87,0.12087,3178.8810000000003
2014-02-11,120.68,120.68,120.68,120.68,-0.16,120.68,0.12068000000000001,3173.8840000000005
2014-02-12,121.17,121.17,121.17,121.17,0.41,121.17,0.12117,3186.771
2014-02-13,122.04,122.04,122.04,122.04,0.72,122.04,0.12204000000000001,3209.652
2014-02-14,122.39,122.39,122.5,122.39,0.29,122.39,0.12239,3218.857
2014-02-18,122.33,122.33,122.33,122.33,-0.05,122.33,0.12233,3217.279
2014-02-19,122.39,122.39,122.39,122.39,0.05,122.39,0.12239,3218.857
2014-02-20,122.17,122.17,122.17,122.17,-0.18,122.17,0.12217,3213.071
2014-02-21,122.27,122.27,122.27,122.27,0.08,122.27,0.12226999999999999,3215.7009999999996
2014-02-24,121.82,121.82,121.82,121.82,-0.37,121.82,0.12182,3203.866
2014-02-25,121.71,121.71,121.71,121.71,-0.09,121.71,0.12171,3200.973
2014-02-26,121.6,121.6,121.6,121.6,-0.09,121.6,0.1216,3198.08
2014-02-27,121.54,121.54,121.54,121.54,-0.05,121.54,0.12154000000000001,3196.5020000000004
2014-02-28,121.37,121.37,121.37,121.37,-0.14,121.37,0.12137,3192.031
2014-03-03,115.0,115.0,115.0,115.0,-5.25,115.0,0.115,3024.5
2014-03-04,114.84,114.84,114.84,114.84,-0.14,114.84,0.11484,3020.292
2014-03-05,115.65,115.65,115.65,115.65,0.71,115.65,0.11565,3041.5950000000003
2014-03-06,115.52,115.52,115.52,115.52,-0.11,115.52,0.11552,3038.176
2014-03-07,113.76,113.27,113.27,113.27,-1.52,113.76,0.11376,2991.888
2014-03-10,109.2,109.2,109.2,109.2,-4.01,109.2,0.1092,2871.96
2014-03-11,110.6,110.6,110.6,110.6,1.28,110.6,0.11059999999999999,2908.7799999999997
2014-03-12,110.87,110.87,110.87,110.87,0.24,110.87,0.11087000000000001,2915.8810000000003
2014-03-13,112.66,112.66,112.66,112.66,1.61,112.66,0.11266,2962.958
2014-03-14,111.43,111.43,111.43,111.0,-1.09,111.43,0.11143,2930.609
2014-03-17,111.13,111.13,111.13,111.13,-0.27,111.13,0.11112999999999999,2922.7189999999996
2014-03-18,111.57,111.57,111.57,111.57,0.4,111.57,0.11156999999999999,2934.2909999999997
2014-03-19,111.56,111.56,111.56,111.56,-0.01,111.56,0.11156,2934.0280000000002
2014-03-20,111.56,111.56,111.56,111.56,0.0,111.56,0.11156,2934.0280000000002
2014-03-21,111.43,111.43,111.43,111.43,-0.12,111.43,0.11143,2930.609
2014-03-24,111.43,111.43,111.43,111.43,0.0,111.43,0.11143,2930.609
2014-03-25,111.55,111.55,111.55,111.55,0.11,111.55,0.11155,2933.765
2014-03-26,111.61,111.61,111.61,111.61,0.05,111.61,0.11161,2935.343
2014-03-27,111.54,111.54,111.54,111.54,-0.06,111.54,0.11154,2933.502
2014-03-28,111.58,111.58,111.58,111.58,0.04,111.58,0.11158,2934.554
2014-03-31,111.83,111.83,111.83,111.83,0.22,111.83,0.11183,2941.129
2014-04-01,116.67,116.67,116.67,116.67,4.33,116.67,0.11667,3068.421
2014-04-02,114.69,114.69,114.69,114.69,-1.7,114.69,0.11469,3016.347
2014-04-03,115.48,115.48,115.48,115.48,0.69,115.48,0.11548,3037.124
2014-04-04,116.07,116.07,116.07,116.07,0.51,116.07,0.11606999999999999,3052.6409999999996
2014-04-07,118.16,118.16,118.16,118.16,1.8,118.16,0.11816,3107.608
2014-04-08,118.7,118.7,118.7,118.7,0.46,118.7,0.1187,3121.81
2014-04-09,118.36,118.36,118.36,118.36,-0.29,118.36,0.11835999999999999,3112.868
2014-04-10,117.3,117.3,117.3,117.3,-0.9,117.3,0.1173,3084.9900000000002
2014-04-11,117.09,117.09,117.09,117.09,-0.18,117.09,0.11709,3079.467
2014-04-14,116.95,116.95,116.95,116.95,-0.12,116.95,0.11695,3075.785
2014-04-15,116.75,116.75,116.75,116.75,-0.17,116.75,0.11675,3070.525
2014-04-16,116.77,116.77,116.77,116.77,0.02,116.77,0.11677,3071.051
2014-04-17,116.79,116.79,116.79,116.79,0.02,116.79,0.11679,3071.577
2014-04-21,116.27,116.27,116.27,116.27,-0.45,116.27,0.11627,3057.901
2014-04-22,116.0,116.0,116.0,116.0,-0.23,116.0,0.116,3050.8
2014-04-23,115.91,115.91,115.91,115.91,-0.08,115.91,0.11591,3048.433
2014-04-24,115.92,115.92,115.92,115.92,0.01,115.92,0.11592,3048.696
2014-04-25,115.72,115.72,115.72,115.75,-0.17,115.72,0.11572,3043.436
2014-04-28,115.38,115.38,115.38,115.38,-0.29,115.38,0.11538,3034.4939999999997
2014-04-29,115.03,115.03,115.03,115.03,-0.3,115.03,0.11503000000000001,3025.289
2014-04-30,114.58,114.58,114.58,114.58,-0.39,114.58,0.11458,3013.454
2014-05-01,105.75,105.75,105.75,105.75,-7.71,105.75,0.10575,2781.225
2014-05-02,106.56,106.56,106.25,106.56,0.77,106.56,0.10656,2802.5280000000002
2014-05-05,106.67,106.67,106.67,106.67,0.1,106.67,0.10667,2805.421
2014-05-06,106.5,106.5,106.5,106.5,-0.16,106.5,0.1065,2800.95
2014-05-07,104.94,104.94,104.94,104.94,-1.46,104.94,0.10493999999999999,2759.9219999999996
2014-05-08,104.0,104.0,104.0,104.0,-0.9,104.0,0.104,2735.2
2014-05-09,103.78,103.48,103.75,103.38,-0.21,103.78,0.10378,2729.4139999999998
2014-05-12,104.77,104.77,104.77,104.77,0.95,104.77,0.10477,2755.451
2014-05-13,104.22,104.22,104.22,104.22,-0.52,104.22,0.10422,2740.986
2014-05-14,104.45,104.45,104.45,104.45,0.22,104.45,0.10445,2747.035
2014-05-15,103.91,103.91,103.91,103.91,-0.52,103.91,0.10391,2732.833
2014-05-16,102.8,102.8,102.8,102.5,-1.07,102.8,0.1028,2703.64
2014-05-19,102.35,102.35,102.35,102.35,-0.44,102.35,0.10235,2691.805
2014-05-20,101.97,101.97,101.97,101.97,-0.37,101.97,0.10197,2681.811
2014-05-21,102.31,102.31,102.31,102.31,0.33,102.31,0.10231,2690.753
2014-05-22,102.24,102.24,102.24,102.24,-0.07,102.24,0.10224,2688.912
2014-05-23,101.8,101.8,101.8,101.5,-0.43,101.8,0.1018,2677.34
2014-05-27,101.5,101.5,101.5,101.5,-0.29,101.5,0.1015,2669.4500000000003
2014-05-28,101.15,101.15,101.15,101.15,-0.34,101.15,0.10115,2660.245
2014-05-29,100.89,100.89,100.89,100.89,-0.26,100.89,0.10089000000000001,2653.407
2014-06-02,93.91,93.91,93.91,93.91,-6.92,93.91,0.09391,2469.8329999999996
2014-06-03,93.84,93.84,93.84,93.84,-0.07,93.84,0.09384,2467.992
2014-06-04,95.51,95.51,95.51,95.51,1.78,95.51,0.09551000000000001,2511.9130000000005
2014-06-05,94.22,94.22,94.22,94.22,-1.35,94.22,0.09422,2477.986
2014-06-06,94.86,94.86,94.86,94.86,0.68,94.86,0.09486,2494.818
2014-06-09,94.01,94.01,94.01,94.01,-0.9,94.01,0.09401000000000001,2472.463
2014-06-10,93.34,93.34,93.34,93.34,-0.71,93.34,0.09334,2454.842
2014-06-11,93.26,93.26,93.26,93.26,-0.09,93.26,0.09326000000000001,2452.7380000000003
2014-06-12,92.38,92.38,92.38,92.38,-0.94,92.38,0.09237999999999999,2429.5939999999996
2014-06-13,92.26,92.26,92.26,91.25,-0.13,92.26,0.09226000000000001,2426.438
2014-06-16,91.63,91.63,91.63,91.63,-0.68,91.63,0.09162999999999999,2409.8689999999997
2014-06-17,91.79,91.79,91.79,91.79,0.17,91.79,0.09179000000000001,2414.077
2014-06-18,91.8,91.8,91.8,91.8,0.01,91.8,0.09179999999999999,2414.3399999999997
2014-06-19,92.01,92.01,92.01,92.01,0.23,92.01,0.09201000000000001,2419.8630000000003
2014-06-20,92.19,92.19,92.19,92.19,0.2,92.19,0.09219,2424.5969999999998
2014-06-23,92.34,92.34,92.34,92.34,0.16,92.34,0.09234,2428.542
2014-06-24,92.41,92.41,92.41,92.41,0.08,92.41,0.09240999999999999,2430.383
2014-06-25,92.5,92.5,92.5,92.5,0.1,92.5,0.0925,2432.75
2014-06-26,92.61,92.61,92.61,92.61,0.12,92.61,0.09261,2435.643
2014-06-27,92.7,92.7,92.7,92.7,0.1,92.7,0.0927,2438.01
2014-06-30,92.74,92.74,92.74,92.74,0.04,92.74,0.09273999999999999,2439.062
2014-07-01,95.12,95.12,95.12,95.12,2.57,95.12,0.09512000000000001,2501.6560000000004
2014-07-02,96.36,96.36,96.36,96.36,1.3,96.36,0.09636,2534.268
2014-07-03,96.39,96.39,96.39,96.39,0.03,96.39,0.09639,2535.0570000000002
2014-07-07,95.32,95.32,95.32,95.32,-1.11,95.32,0.09531999999999999,2506.9159999999997
2014-07-08,96.27,96.27,96.27,96.27,1.0,96.27,0.09627,2531.901
2014-07-09,95.84,95.84,95.84,95.84,-0.45,95.84,0.09584000000000001,2520.592
2014-07-10,96.26,96.26,96.26,96.26,0.44,96.26,0.09626,2531.638
2014-07-11,96.46,96.46,96.46,96.46,0.21,96.46,0.09645999999999999,2536.8979999999997
2014-07-14,97.01,97.01,97.01,97.01,0.57,97.01,0.09701,2551.363
2014-07-15,96.92,96.92,96.92,96.92,-0.09,96.92,0.09692,2548.996
2014-07-16,96.88,96.88,96.88,96.88,-0.04,96.88,0.09688,2547.944
2014-07-17,96.61,96.61,96.61,96.61,-0.28,96.61,0.09661,2540.843
2014-07-18,96.23,96.23,96.23,96.23,-0.39,96.23,0.09623000000000001,2530.849
2014-07-21,96.2,96.2,96.2,96.2,-0.03,96.2,0.09620000000000001,2530.0600000000004
2014-07-22,96.21,96.21,96.21,96.21,0.01,96.21,0.09620999999999999,2530.323
2014-07-23,96.07,96.07,96.07,96.07,-0.15,96.07,0.09606999999999999,2526.6409999999996
2014-07-24,95.99,95.99,95.99,95.99,-0.08,95.99,0.09598999999999999,2524.537
2014-07-25,96.02,96.02,96.02,96.02,0.03,96.02,0.09602,2525.326
2014-07-28,96.07,96.07,96.07,96.07,0.05,96.07,0.09606999999999999,2526.6409999999996
2014-07-29,96.04,96.04,96.04,96.04,-0.03,96.04,0.09604,2525.852
2014-07-30,96.06,96.06,96.06,96.06,0.02,96.06,0.09606,2526.378
2014-07-31,96.05,96.05,96.05,96.05,-0.01,96.05,0.09605,2526.115
2014-08-01,94.69,94.69,94.69,95.5,-1.42,94.69,0.09469,2490.3469999999998
2014-08-04,96.01,96.01,96.01,96.01,1.39,96.01,0.09601000000000001,2525.063
2014-08-05,95.98,95.98,95.98,95.98,-0.03,95.98,0.09598000000000001,2524.2740000000003
2014-08-06,95.7,95.7,95.7,95.7,-0.29,95.7,0.09570000000000001,2516.9100000000003
2014-08-07,95.4,95.4,95.4,95.4,-0.31,95.4,0.09540000000000001,2509.0200000000004
2014-08-08,95.35,95.35,95.35,95.35,-0.05,95.35,0.09534999999999999,2507.705
2014-08-11,95.11,95.11,95.11,95.11,-0.25,95.11,0.09511,2501.393
2014-08-12,94.65,94.65,94.65,94.65,-0.48,94.65,0.09465000000000001,2489.2950000000005
2014-08-13,94.46,94.46,94.46,94.46,-0.2,94.46,0.09445999999999999,2484.298
2014-08-14,94.25,94.25,94.25,94.25,-0.22,94.25,0.09425,2478.775
2014-08-15,94.56,94.56,94.56,94.56,0.33,94.56,0.09456,2486.9280000000003
2014-08-18,94.03,94.03,94.03,94.03,-0.56,94.03,0.09403,2472.989
2014-08-19,94.05,94.05,94.05,94.05,0.02,94.05,0.09405,2473.515
2014-08-20,93.94,93.94,93.94,93.94,-0.12,93.94,0.09394,2470.622
2014-08-21,93.86,93.86,93.86,93.86,-0.09,93.86,0.09386,2468.518
2014-08-22,93.7,93.7,93.7,93.7,-0.17,93.7,0.0937,2464.31
2014-08-25,93.43,93.43,93.43,93.43,-0.29,93.43,0.09343000000000001,2457.2090000000003
2014-08-26,93.32,93.32,93.32,93.32,-0.12,93.32,0.09331999999999999,2454.316
2014-08-27,93.1,93.1,93.1,93.1,-0.24,93.1,0.09309999999999999,2448.5299999999997
2014-08-28,92.84,92.84,92.84,92.84,-0.28,92.84,0.09284,2441.692
2014-09-02,86.7,86.7,86.7,86.7,-6.61,86.7,0.0867,2280.21
2014-09-03,85.27,85.27,85.27,85.27,-1.65,85.27,0.08527,2242.601
2014-09-04,84.71,84.71,84.71,84.71,-0.66,84.71,0.08471,2227.873
2014-09-05,83.84,83.84,83.84,84.0,-1.03,83.84,0.08384,2204.9919999999997
2014-09-08,84.66,84.66,84.66,84.66,0.98,84.66,0.08466,2226.558
2014-09-09,83.7,83.7,83.7,83.7,-1.13,83.7,0.0837,2201.31
2014-09-10,83.56,83.56,83.56,83.56,-0.17,83.56,0.08356,2197.6279999999997
2014-09-11,83.42,83.42,83.42,83.42,-0.17,83.42,0.08342000000000001,2193.9460000000004
2014-09-12,84.06,84.06,83.5,84.06,0.77,84.06,0.08406,2210.778
2014-09-15,84.71,84.71,84.71,84.71,0.77,84.71,0.08471,2227.873
2014-09-16,84.17,84.17,84.17,84.17,-0.64,84.17,0.08417,2213.671
2014-09-17,84.1,84.1,84.1,84.1,-0.08,84.1,0.0841,2211.83
2014-09-18,83.81,83.81,83.81,83.81,-0.34,83.81,0.08381,2204.203
2014-09-19,83.51,83.51,83.51,83.51,-0.36,83.51,0.08351,2196.313
2014-09-22,83.08,83.08,83.08,83.08,-0.51,83.08,0.08308,2185.004
2014-09-23,83.08,83.08,83.08,83.08,0.0,83.08,0.08308,2185.004
2014-09-24,82.94,82.94,82.94,82.94,-0.17,82.94,0.08294,2181.322
2014-09-25,82.7,82.7,82.7,82.7,-0.29,82.7,0.08270000000000001,2175.01
2014-09-26,82.49,82.49,82.49,82.49,-0.25,82.49,0.08249,2169.4869999999996
2014-09-29,82.27,82.27,82.27,82.27,-0.27,82.27,0.08227,2163.701
2014-09-30,82.27,82.27,82.27,82.27,0.0,82.27,0.08227,2163.701
2014-10-01,78.85,78.85,78.85,78.85,-4.16,78.85,0.07884999999999999,2073.7549999999997
2014-10-02,79.19,79.19,79.19,79.19,0.43,79.19,0.07919,2082.697
2014-10-03,79.17,79.17,79.17,79.17,-0.03,79.17,0.07917,2082.1710000000003
2014-10-06,79.17,79.17,79.17,79.17,0.0,79.17,0.07917,2082.1710000000003
2014-10-07,79.44,79.44,79.44,79.44,0.34,79.44,0.07944,2089.272
2014-10-08,78.33,78.33,78.33,78.33,-1.4,78.33,0.07833,2060.0789999999997
2014-10-09,78.67,78.67,78.67,78.67,0.43,78.67,0.07867,2069.021
2014-10-10,80.12,80.12,80.12,80.12,1.84,80.12,0.08012000000000001,2107.1560000000004
2014-10-13,81.67,81.67,81.67,81.67,1.93,81.67,0.08167,2147.9210000000003
2014-10-14,81.61,81.61,81.61,81.61,-0.07,81.61,0.08161,2146.343
2014-10-15,80.8,80.8,80.8,80.8,-0.99,80.8,0.0808,2125.04
2014-10-16,80.42,80.42,80.42,80.42,-0.47,80.42,0.08042,2115.0460000000003
2014-10-17,80.43,80.43,80.43,80.43,0.01,80.43,0.08043,2115.309
2014-10-20,80.58,80.58,80.58,80.58,0.19,80.58,0.08058,2119.254
2014-10-21,80.52,80.52,80.52,80.52,-0.07,80.52,0.08052,2117.676
2014-10-22,80.52,80.52,80.52,80.52,0.0,80.52,0.08052,2117.676
2014-10-23,80.41,80.41,80.41,80.41,-0.14,80.41,0.08041,2114.783
2014-10-24,80.45,80.45,80.45,80.45,0.05,80.45,0.08045000000000001,2115.835
2014-10-27,80.35,80.35,80.35,80.35,-0.12,80.35,0.08034999999999999,2113.205
2014-10-28,80.27,80.27,80.27,80.27,-0.1,80.27,0.08027,2111.1009999999997
2014-10-29,80.24,80.24,80.24,80.24,-0.04,80.24,0.08023999999999999,2110.312
2014-10-30,80.16,80.16,80.16,80.16,-0.1,80.16,0.08016,2108.208
2014-10-31,80.08,80.08,80.08,80.08,-0.1,80.08,0.08008,2106.104
2014-11-03,78.07,78.07,78.07,78.07,-2.51,78.07,0.07806999999999999,2053.2409999999995
2014-11-04,77.42,77.42,77.42,77.42,-0.83,77.42,0.07742,2036.146
2014-11-05,76.22,76.22,76.22,76.22,-1.55,76.22,0.07622,2004.5859999999998
2014-11-06,75.77,75.77,75.77,75.77,-0.59,75.77,0.07576999999999999,1992.7509999999997
2014-11-07,76.35,76.35,76.35,76.35,0.77,76.35,0.07635,2008.005
2014-11-10,76.05,76.05,76.05,76.05,-0.39,76.05,0.07604999999999999,2000.1149999999998
2014-11-11,75.91,75.91,75.91,75.91,-0.18,75.91,0.07590999999999999,1996.4329999999998
2014-11-12,75.95,75.95,75.95,75.95,0.05,75.95,0.07595,1997.4850000000001
2014-11-13,75.93,75.93,75.93,75.93,-0.03,75.93,0.07593000000000001,1996.9590000000003
2014-11-14,75.67,75.67,75.67,75.67,-0.34,75.67,0.07567,1990.121
2014-11-17,75.55,75.55,75.55,75.55,-0.16,75.55,0.07554999999999999,1986.9649999999997
2014-11-18,74.91,74.91,74.91,74.91,-0.85,74.91,0.07490999999999999,1970.1329999999998
2014-11-19,74.6,74.6,74.6,74.6,-0.41,74.6,0.0746,1961.98
2014-11-20,74.27,74.27,74.27,74.27,-0.44,74.27,0.07427,1953.3010000000002
2014-11-21,74.1,74.1,74.1,74.0,-0.23,74.1,0.0741,1948.83
2014-11-24,74.02,74.02,74.02,74.02,-0.11,74.02,0.07402,1946.726
2014-11-25,73.69,73.69,73.69,73.69,-0.45,73.69,0.07368999999999999,1938.0469999999998
2014-11-26,73.44,73.44,73.44,73.44,-0.34,73.44,0.07343999999999999,1931.4719999999998
2014-11-28,73.13,73.13,73.13,73.13,-0.42,73.13,0.07313,1923.319
2014-12-01,69.75,69.75,69.75,69.75,-4.62,69.75,0.06975,1834.4250000000002
2014-12-02,69.86,69.86,69.86,69.86,0.16,69.86,0.06986,1837.3180000000002
2014-12-03,69.85,69.85,69.85,69.85,-0.01,69.85,0.06985,1837.0549999999998
2014-12-04,70.83,70.83,70.83,70.83,1.4,70.83,0.07083,1862.8290000000002
2014-12-05,71.06,71.06,71.06,71.06,0.32,71.06,0.07106,1868.878
2014-12-08,70.34,70.34,70.34,70.34,-1.01,70.34,0.07034,1849.942
2014-12-09,69.9,69.9,69.9,69.9,-0.63,69.9,0.0699,1838.3700000000001
2014-12-10,69.8,69.8,69.8,69.8,-0.14,69.8,0.0698,1835.74
2014-12-11,69.66,69.66,69.66,69.66,-0.2,69.66,0.06966,1832.058
2014-12-12,69.67,69.67,69.67,69.67,0.01,69.67,0.06967,1832.321
2014-12-15,69.37,69.37,69.37,69.37,-0.43,69.37,0.06937,1824.431
2014-12-16,69.02,69.02,69.02,69.02,-0.5,69.02,0.06902,1815.2259999999999
2014-12-17,69.05,69.05,69.05,69.05,0.04,69.05,0.06905,1816.015
2014-12-18,69.15,69.15,69.15,69.15,0.14,69.15,0.06915,1818.645
2014-12-19,69.41,69.41,69.41,69.41,0.38,69.41,0.06941,1825.483
2014-12-22,69.05,69.05,69.05,69.05,-0.52,69.05,0.06905,1816.015
2014-12-23,68.87,68.87,68.87,68.87,-0.26,68.87,0.06887,1811.281
2014-12-24,68.77,68.77,68.77,68.77,-0.15,68.77,0.06877,1808.6509999999998
2014-12-26,68.7,68.7,68.7,68.7,-0.1,68.7,0.0687,1806.81
2014-12-29,68.71,68.71,68.71,68.71,0.01,68.71,0.06871,1807.0729999999999
2014-12-30,68.81,68.81,68.81,68.81,0.15,68.81,0.06881,1809.703
2014-12-31,68.92,68.92,68.92,68.92,0.16,68.92,0.06892,1812.5959999999998
2015-01-02,70.06,70.06,70.06,70.06,1.65,70.06,0.07006,1842.578
2015-01-05,69.98,69.98,69.98,69.98,-0.11,69.98,0.06998,1840.474
2015-01-06,71.57,71.57,71.57,71.57,2.27,71.57,0.07157,1882.291
2015-01-07,71.24,71.24,71.24,71.24,-0.46,71.24,0.07124,1873.6119999999999
2015-01-08,70.95,70.95,70.95,70.95,-0.41,70.95,0.07095,1865.985
2015-01-09,70.66,70.66,70.66,70.66,-0.41,70.66,0.07066,1858.358
2015-01-12,69.58,69.58,69.58,69.58,-1.53,69.58,0.06958,1829.9540000000002
2015-01-13,69.25,69.25,69.25,69.25,-0.47,69.25,0.06925,1821.275
2015-01-14,69.0,69.0,69.0,69.0,-0.36,69.0,0.069,1814.7
2015-01-15,69.27,69.27,69.27,69.27,0.39,69.27,0.06927,1821.801
2015-01-16,69.13,69.13,69.13,69.13,-0.2,69.13,0.06913,1818.119
2015-01-20,68.91,68.91,68.91,68.91,-0.32,68.91,0.06891,1812.333
2015-01-21,68.7,68.7,68.7,68.7,-0.3,68.7,0.0687,1806.81
2015-01-22,68.64,68.64,68.64,68.64,-0.09,68.64,0.06864,1805.2320000000002
2015-01-23,68.46,68.46,68.46,68.46,-0.26,68.46,0.06846,1800.4979999999998
2015-01-26,68.18,68.18,68.18,68.18,-0.41,68.18,0.06818,1793.134
2015-01-27,67.99,67.99,67.99,67.99,-0.28,67.99,0.06799,1788.137
2015-01-28,67.75,67.75,67.75,67.75,-0.35,67.75,0.06775,1781.825
2015-01-29,67.49,67.49,67.49,67.49,-0.38,67.49,0.06749,1774.9869999999999
2015-01-30,67.2,67.2,67.2,67.2,-0.43,67.2,0.06720000000000001,1767.3600000000004
2015-02-02,61.97,61.97,61.97,61.97,-7.78,61.97,0.06197,1629.811
2015-02-03,62.87,62.87,62.87,62.87,1.45,62.87,0.06287,1653.4809999999998
2015-02-04,62.89,62.89,62.89,62.89,0.03,62.89,0.06289,1654.007
2015-02-05,61.89,61.89,61.89,61.89,-1.59,61.89,0.06189,1627.707
2015-02-06,62.23,62.23,62.23,62.23,0.55,62.23,0.062229999999999994,1636.649
2015-02-09,61.76,61.76,61.76,61.76,-0.76,61.76,0.061759999999999995,1624.2879999999998
2015-02-10,62.02,62.02,62.02,62.02,0.42,62.02,0.062020000000000006,1631.1260000000002
2015-02-11,62.27,62.27,62.27,62.27,0.4,62.27,0.062270000000000006,1637.7010000000002
2015-02-12,62.27,62.27,62.27,62.27,0.0,62.27,0.062270000000000006,1637.7010000000002
2015-02-13,62.42,62.42,62.42,62.42,0.24,62.42,0.06242,1641.6460000000002
2015-02-17,62.6,62.6,62.6,62.6,0.29,62.6,0.0626,1646.38
2015-02-18,62.62,62.62,62.62,62.62,0.03,62.62,0.06262,1646.906
2015-02-19,62.59,62.59,62.59,62.59,-0.05,62.59,0.06259,1646.1170000000002
2015-02-20,62.43,62.43,62.43,62.43,-0.26,62.43,0.06243,1641.9089999999999
2015-02-23,62.57,62.57,62.57,62.57,0.22,62.57,0.06257,1645.5910000000001
2015-02-24,62.63,62.63,62.63,62.63,0.1,62.63,0.06263,1647.169
2015-02-25,62.59,62.59,62.59,62.59,-0.06,62.59,0.06259,1646.1170000000002
2015-02-26,62.57,62.57,62.57,62.57,-0.03,62.57,0.06257,1645.5910000000001
2015-02-27,62.61,62.61,62.61,62.61,0.06,62.61,0.06261,1646.643
2015-03-02,62.18,62.18,62.18,62.18,-0.69,62.18,0.06218,1635.334
2015-03-03,62.39,62.39,62.39,62.39,0.34,62.39,0.06239,1640.857
2015-03-04,61.23,61.23,61.23,61.23,-1.86,61.23,0.06123,1610.349
2015-03-05,60.5,60.5,60.5,60.5,-1.19,60.5,0.0605,1591.1499999999999
2015-03-06,59.44,59.44,59.44,59.44,-1.75,59.44,0.05944,1563.272
2015-03-09,59.44,59.44,59.44,59.44,0.0,59.44,0.05944,1563.272
2015-03-10,58.9,58.9,58.9,58.9,-0.91,58.9,0.0589,1549.07
2015-03-11,58.84,58.84,58.84,58.84,-0.1,58.84,0.05884,1547.4920000000002
2015-03-12,59.2,59.2,59.2,59.2,0.61,59.2,0.0592,1556.96
2015-03-13,58.87,58.87,58.87,58.87,-0.56,58.87,0.05887,1548.281
2015-03-16,58.95,58.95,58.95,58.95,0.14,58.95,0.05895,1550.385
2015-03-17,58.88,58.88,58.88,58.88,-0.12,58.88,0.05888,1548.544
2015-03-18,58.3,58.3,58.3,58.3,-0.99,58.3,0.0583,1533.29
2015-03-19,58.03,58.03,58.03,58.03,-0.46,58.03,0.05803,1526.1889999999999
2015-03-20,57.84,57.84,57.84,57.84,-0.33,57.84,0.05784,1521.192
2015-03-23,57.76,57.76,57.76,57.76,-0.14,57.76,0.05776,1519.088
2015-03-24,57.79,57.79,57.79,57.79,0.05,57.79,0.05779,1519.877
2015-03-25,57.72,57.72,57.72,57.72,-0.12,57.72,0.05772,1518.036
2015-03-26,57.57,57.57,57.57,57.57,-0.26,57.57,0.05757,1514.0910000000001
2015-03-27,57.41,57.41,57.41,57.41,-0.28,57.41,0.057409999999999996,1509.8829999999998
2015-03-30,57.22,57.22,57.22,57.22,-0.33,57.22,0.05722,1504.886
2015-03-31,56.94,56.94,56.94,56.94,-0.49,56.94,0.05694,1497.522
2015-04-01,48.6,48.6,48.6,48.6,-14.65,48.6,0.048600000000000004,1278.18
2015-04-02,47.08,47.08,47.08,47.08,-3.13,47.08,0.04708,1238.204
2015-04-03,47.08,47.08,47.08,47.08,0.0,47.08,0.04708,1238.204
2015-04-06,47.07,47.07,47.07,47.07,-0.02,47.07,0.04707,1237.941
2015-04-07,47.81,47.81,47.81,47.81,1.57,47.81,0.047810000000000005,1257.4030000000002
2015-04-08,48.09,48.09,48.09,48.09,0.59,48.09,0.04809,1264.767
2015-04-09,47.18,47.18,47.18,47.18,-1.89,47.18,0.04718,1240.834
2015-04-10,47.19,47.19,47.19,47.19,0.02,47.19,0.047189999999999996,1241.097
2015-04-13,48.51,48.51,48.51,48.51,2.8,48.51,0.04851,1275.8129999999999
2015-04-14,48.85,48.85,48.85,48.85,0.7,48.85,0.048850000000000005,1284.755
2015-04-15,48.6,48.6,48.6,48.6,-0.51,48.6,0.048600000000000004,1278.18
2015-04-16,48.77,48.77,48.77,48.77,0.35,48.77,0.04877,1282.651
2015-04-17,49.59,49.59,49.59,49.59,1.68,49.59,0.04959,1304.217
2015-04-20,49.0,49.0,49.0,49.0,-1.19,49.0,0.049,1288.7
2015-04-21,48.9,48.9,48.9,48.9,-0.2,48.9,0.0489,1286.07
2015-04-22,49.3,49.3,49.3,49.3,0.82,49.3,0.0493,1296.59
2015-04-23,49.49,49.49,49.49,49.49,0.39,49.49,0.04949,1301.587
2015-04-24,49.98,49.98,49.98,49.98,0.99,49.98,0.04998,1314.474
2015-04-27,50.48,50.48,50.48,50.48,1.0,50.48,0.05048,1327.624
2015-04-28,51.62,51.62,51.62,51.62,2.26,51.62,0.05162,1357.606
2015-04-29,51.13,51.13,51.13,51.13,-0.95,51.13,0.05113,1344.719
